flight_id,flight_date,total_payload_kg,total_volume_cubic_m,uld_count,shipment_count,weight_utilization_percent,revenue_per_flight_usd,fuel_efficiency_kg_per_ton,co2_emissions_kg
QR0343F,2024-09-26,7248.05,34.03,12,15,7.25,46736.770000000004,399.9063391229219,22632.63936319874
QR0344F,2024-10-13,2370.94,5.08,2,2,2.37,11800.95,442.32625699011385,5710.338177595862
QR0345F,2024-05-12,152.83,1.62,1,1,0.15,550.2,382.3780231163088,561.9573992815328
QR0348F,2024-05-22,2101.33,6.54,4,4,2.1,8516.529999999999,410.6918707416172,6252.499899588304
QR0350F,2024-09-19,3775.79,5.25,5,6,3.78,21751.670000000002,352.62459136693934,12368.67696378774
QR0351F,2024-12-14,8035.99,45.22,8,14,8.04,48081.61000000001,439.38967675160376,24724.604336289754
QR0352F,2024-01-30,1061.62,1.93,2,2,1.06,5520.6,400.0032749165073,2899.365164553029
QR0353F,2024-04-08,786.17,0.42,2,2,0.79,3301.9,423.6450095139183,2984.340796949851
QR0354F,2024-01-30,367.42,3.53,1,1,0.37,1322.7,483.1254189365664,889.6401219095952
QR0355F,2024-12-09,9682.62,38.59,17,19,9.68,65890.85,398.41938720495773,29306.06118694082
QR0357F,2024-09-16,1639.45,5.19,2,3,1.64,12774.09,375.6250950499017,3601.123538161813
QR0358F,2024-05-27,276.63,4.78,2,2,0.28,2414.38,511.65263839590983,824.8480317916888
QR0359F,2024-11-04,5071.23,22.92,7,10,5.07,33073.95,488.9213845899109,18344.15280816676
QR0360F,2024-03-19,350.25,1.23,0,1,0.35,3278.36,455.47343778336494,1140.290568121882
QR0361F,2024-10-04,3058.68,21.4,4,7,3.06,14976.97,435.19871042243943,10116.62646020046
QR0363F,2024-12-22,13292.19,46.76,27,31,13.29,76801.15999999999,455.9474794109426,51558.08244094254
QR0365F,2024-11-10,3846.0,19.85,5,5,3.85,45533.619999999995,353.7871883294863,10222.155918488457
QR0366F,2024-12-28,7604.57,35.01,10,16,7.6,55382.34,410.6606519422628,20268.82259285348
QR0367F,2024-04-25,1837.39,16.77,3,5,1.84,9208.78,532.0244511923985,4728.4243822211365
QR0368F,2025-01-17,10561.28,37.47,21,23,10.56,52447.030000000006,391.1840874682145,27912.457800832042
QR0369F,2024-07-28,7259.07,35.83,10,13,7.26,44273.95,424.44838753993076,20134.95403443376
QR0370F,2024-12-26,7364.4,45.95,13,19,7.36,49209.87000000001,456.8152958092889,19174.08945221442
QR0371F,2024-02-18,52.61,4.13,0,1,0.05,189.41,482.31065953476906,126.34131105608361
QR0373F,2024-03-11,3828.26,12.33,4,4,3.83,25212.859999999997,465.03819027102384,10578.450975157462
QR0374F,2024-03-31,1648.04,5.51,1,1,1.65,11569.23,433.3612687778914,4266.1497562125805
QR0375F,2024-12-13,1823.17,13.26,4,4,1.82,13391.670000000002,450.6300998563781,3764.8904101132143
QR0376F,2024-11-02,631.49,0.24,1,1,0.63,4433.06,526.830660990029,1808.329092850995
QR0377F,2024-05-13,1666.6,18.04,5,6,1.67,14305.45,461.6409069739472,6697.205201426763
QR0378F,2024-10-26,12698.9,54.88,18,23,12.7,91266.12999999999,429.1837146011786,40624.56697476605
QR0379F,2025-01-12,2180.67,15.81,4,7,2.18,18440.33,428.4545771773353,7016.667255779234
QR0381F,2024-09-29,2705.86,19.74,7,10,2.71,12768.91,451.31266396161425,7676.010230110552
QR0382F,2025-01-12,25325.13,86.95,34,45,25.33,159985.86999999997,411.7162900623614,83715.64332266206
QR0383F,2024-05-23,980.29,8.82,2,3,0.98,7446.48,487.5496104451013,2392.247377729542
QR0384F,2024-05-27,2179.32,8.9,3,4,2.18,15492.009999999998,444.9215755728635,4535.661105263553
QR0385F,2024-03-15,585.79,1.53,1,1,0.59,2108.86,407.08245890383455,2345.1346537075488
QR0386F,2024-06-18,1180.86,6.63,2,3,1.18,4277.7,337.81589138952944,4015.3362221499597
QR0387F,2024-11-27,4659.13,6.33,4,5,4.66,32385.590000000004,443.0130860673285,13982.64283982495
QR0388F,2024-03-20,96.71,7.93,1,1,0.1,1392.61,403.94904829507755,172.15027833992283
QR0389F,2025-01-19,16562.88,70.56,27,37,16.56,120446.2,542.0466620431688,47675.45322124029
QR0390F,2024-10-06,2001.73,12.29,4,5,2.0,18344.5,452.24963407419045,5087.926691851748
QR0392F,2024-12-03,398.12,3.47,2,2,0.4,2214.0299999999997,422.3430502827817,1139.5594587097344
QR0393F,2024-12-13,4348.09,30.96,11,12,4.35,20653.21,443.3782992530203,7170.356199078097
QR0396F,2024-08-21,104.04,1.4,1,1,0.1,374.55,451.1651197000261,212.92097616317977
QR0398F,2024-04-02,573.14,1.48,1,2,0.57,3529.3900000000003,537.522045110129,1818.5108301330824
QR0399F,2024-10-04,4757.46,15.35,7,9,4.76,22800.920000000002,505.91609307306567,15210.612217836428
QR0400F,2024-08-31,4623.79,14.43,5,11,4.62,31144.91,537.4166843402061,10388.968487232321
QR0401F,2024-09-06,1738.64,8.73,2,4,1.74,12038.51,369.56619707718994,4287.427637819477
QR0402F,2024-10-24,2926.16,11.59,4,5,2.93,23135.46,414.01904421135293,9427.69716631234
QR0403F,2024-12-25,1691.99,9.68,4,4,1.69,16633.059999999998,431.71599768097525,5675.954440019488
QR0404F,2024-10-08,421.64,0.82,1,1,0.42,3946.54,489.68739266427366,1572.6920769879096
QR0405F,2024-10-21,143.83,1.34,1,1,0.14,1009.69,477.4226061612231,455.94945250426935
QR0406F,2024-07-25,621.43,8.07,2,2,0.62,5657.6900000000005,498.92739266359905,1989.1089599810953
QR0407F,2024-09-22,2882.71,22.18,6,8,2.88,25961.579999999998,476.86197071577936,10056.981012483271
QR0408F,2024-09-15,3075.36,10.4,2,5,3.08,22486.5,500.3479114319781,10086.579836444675
QR0409F,2024-12-25,2535.72,6.51,3,4,2.54,19054.79,441.7608155753998,11267.524626392833
QR0410F,2024-07-17,2105.85,10.5,2,5,2.11,16384.88,560.1860405064768,5468.026720526039
QR0412F,2024-02-11,1128.08,1.38,1,1,1.13,4737.92,500.60500125513136,4162.848659187716
QR0413F,2024-08-27,69.22,1.5,2,2,0.07,560.01,491.4051724374606,210.0127210159572
QR0414F,2024-10-15,1530.76,20.75,6,7,1.53,8622.7,497.7790382801104,5445.862138591895
QR0415F,2025-01-09,11945.6,50.31,24,31,11.95,80902.86,444.885596039499,23879.806959009795
QR0416F,2024-02-03,332.32,3.18,1,1,0.33,1196.37,444.9059168483462,771.0945661222355
QR0417F,2024-10-27,2747.2,12.82,3,6,2.75,12934.72,429.51758516253085,6048.716354431775
QR0418F,2024-09-08,4842.93,20.09,7,11,4.84,29776.57,472.37650846752103,13120.584720047837
QR0419F,2024-09-26,4893.14,24.14,9,12,4.89,32484.37,469.3067017284544,14871.96203160222
QR0421F,2024-04-02,1370.6,2.93,2,2,1.37,4934.16,337.84811709982154,4160.503193746768
QR0422F,2024-03-09,737.21,0.85,1,1,0.74,6192.54,427.5796266954563,2842.155043957818
QR0423F,2025-01-20,11339.42,43.19,17,20,11.34,67956.64,455.7279036732167,30496.56004972319
QR0424F,2024-08-25,1452.08,0.81,1,1,1.45,13591.47,438.733207698196,4990.904190213088
QR0425F,2024-01-31,2192.72,2.1,2,2,2.19,15794.05,409.41037610839294,7414.344070681919
QR0426F,2024-10-31,126.05,6.04,2,2,0.13,1326.82,491.90731920448354,323.80397171512186
QR0427F,2024-08-01,265.36,1.07,1,1,0.27,2483.73,440.554495514607,567.4531615826113
QR0428F,2024-11-08,6071.35,58.33,11,14,6.07,47119.509999999995,583.6248281875904,13690.396251898192
QR0429F,2024-12-22,13917.48,37.02,12,18,13.92,78544.26999999999,465.65178538168095,46371.32993259534
QR0430F,2024-02-12,204.43,1.34,0,1,0.2,735.96,492.23907290587476,739.1217517554953
QR0431F,2025-01-18,12824.87,55.35,22,26,12.82,82105.21,452.6070604529266,29257.539580510955
QR0432F,2024-08-18,1670.91,3.67,3,4,1.67,12495.14,521.822019369438,5588.7164252144785
QR0433F,2024-02-29,511.93,1.4,0,1,0.51,1842.97,400.640070260422,1535.7300474767546
QR0434F,2024-09-29,6523.88,22.53,6,9,6.52,39483.47,461.1024830592161,16870.986218766728
QR0435F,2024-05-23,5468.23,18.62,4,5,5.47,33978.54,459.06777195104667,17381.365304793475
QR0436F,2024-10-22,961.53,2.51,3,3,0.96,5828.73,420.0799278682941,3010.5136525983617
QR0437F,2024-04-06,987.27,5.69,2,2,0.99,7928.28,456.2505686418807,1820.7519636173927
QR0439F,2024-10-27,1898.95,3.88,5,5,1.9,9853.51,407.6847820611832,6315.570356551369
QR0441F,2024-05-10,151.28,8.26,0,1,0.15,1416.0,454.01618170662096,446.2666635596135
QR0442F,2024-10-11,1895.83,4.71,5,5,1.9,16204.41,474.0062657796778,4943.765735398981
QR0443F,2024-08-23,1235.52,2.52,3,3,1.24,5991.22,488.28778572863644,4243.224431850204
QR0444F,2024-03-11,1961.37,3.4,3,3,1.96,17538.3,551.2892242172974,7246.905944535093
QR0445F,2024-05-17,123.39,8.68,2,2,0.12,444.2,403.4641153946247,414.44464821998315
QR0447F,2024-11-25,7643.27,42.8,11,15,7.64,42822.06000000001,412.4672231884113,23711.56835461028
QR0448F,2024-10-07,1715.19,8.17,3,5,1.72,10921.960000000001,536.9286861566452,4999.030365335165
QR0451F,2024-08-28,665.03,3.25,1,1,0.67,2793.14,386.15010141787474,1854.8586545864232
QR0453F,2024-06-23,1877.51,10.57,2,4,1.88,8752.07,365.2596017481651,6207.817473069955
QR0454F,2024-12-11,3314.58,8.56,5,8,3.31,33449.94,386.48453567484535,9200.242350560648
QR0456F,2025-01-01,11352.09,32.45,15,19,11.35,66471.04,484.3761345422787,30591.925174330736
QR0457F,2024-02-28,818.13,8.85,3,4,0.82,3722.3100000000004,505.0745349830472,2112.1479023952807
QR0458F,2024-02-23,377.61,4.87,1,1,0.38,2650.83,352.45827489400847,1483.6642885265023
QR0460F,2024-10-06,1023.43,11.09,5,5,1.02,5314.65,452.40322337563356,3456.283493569577
QR0461F,2024-09-03,2097.63,5.86,3,4,2.1,13186.99,423.0633864879742,5722.7569352635055
QR0462F,2024-07-31,3305.61,25.15,9,12,3.31,19591.03,449.63657694298143,10319.528117990041
QR0463F,2024-09-09,2358.27,17.6,5,7,2.36,14445.71,458.0117026591388,6706.18146973236
QR0464F,2024-10-01,6935.17,26.16,8,8,6.94,38201.43,395.07344131500327,19221.181320742504
QR0465F,2024-09-07,337.72,1.35,1,1,0.34,2836.84,519.9791647104728,1176.5973359817044
QR0466F,2025-01-18,13078.27,42.14,17,21,13.08,95286.67,494.75103759460785,41170.972902688176
QR0467F,2024-04-10,3645.0,4.2,3,3,3.65,27409.42,377.2199478781848,12403.671359416985
QR0468F,2024-07-15,1182.57,12.63,3,5,1.18,6485.45,463.1790570212427,3612.3836104668767
QR0470F,2024-08-09,894.42,3.03,2,4,0.89,5251.5,477.41284906006683,2103.822345704477
QR0471F,2024-09-28,5113.83,16.24,4,7,5.11,28590.43,407.9439758038422,15117.259063030731
QR0472F,2024-09-25,2630.5,11.28,6,7,2.63,20267.45,406.18871450305784,6354.8992385273
QR0473F,2024-09-17,1168.82,6.61,3,3,1.17,11960.92,467.1501041928025,3009.589723062963
QR0474F,2024-08-26,2553.17,9.93,5,5,2.55,14868.099999999999,360.3772805198224,9319.020100562007
QR0475F,2024-08-11,772.33,4.38,4,4,0.77,7228.94,480.27437454817436,2137.7246359088685
QR0476F,2024-10-28,1677.12,2.06,3,3,1.68,7992.39,466.8599017801305,5219.923254063117
QR0477F,2024-03-26,229.08,0.13,1,1,0.23,2144.22,448.7998620066078,595.4765415990694
QR0478F,2024-04-12,0.49,3.99,1,1,0.0,3.42,501.8976512533395,0.6388211522928803
QR0479F,2024-04-17,1105.98,3.03,2,2,1.11,3981.5299999999997,487.4674337959324,3824.797757663875
QR0480F,2024-10-10,2370.63,8.9,7,7,2.37,11421.17,442.2861562545245,7299.4566629246465
QR0482F,2024-05-19,1239.56,3.66,3,3,1.24,4508.49,396.76145955607024,3778.637869085143
QR0483F,2024-06-11,2410.53,9.0,4,4,2.41,13696.16,527.6419408921481,5338.095398221741
QR0484F,2024-08-18,2960.18,16.08,5,6,2.96,22463.26,411.69572007779766,9173.15062808424
QR0486F,2024-09-01,1416.96,3.8,1,1,1.42,5101.07,434.177845996984,4958.203912260405
QR0488F,2024-06-21,233.63,1.79,1,1,0.23,1640.05,466.75976756486,785.4664051852883
QR0489F,2024-08-11,3038.25,14.88,5,5,3.04,23955.39,520.2701834618014,8452.921680721309
QR0490F,2024-03-10,1964.04,1.4,2,2,1.96,15007.89,480.9488480815813,6063.934787276756
QR0491F,2024-07-15,499.5,6.86,2,2,0.5,1957.06,485.45562317718395,1236.3990947300495
QR0493F,2024-09-15,489.45,1.62,2,2,0.49,3255.53,464.6865731527423,1532.4568141203263
QR0494F,2024-03-19,2196.55,5.87,2,3,2.2,10059.98,450.3126020137075,6402.386455158332
QR0495F,2024-06-13,2723.57,9.32,4,6,2.72,19207.820000000003,474.0917309585386,6569.786006769433
QR0496F,2024-11-16,2618.04,12.46,6,8,2.62,13433.84,620.219716432543,5837.809605683512
QR0497F,2024-07-14,3757.31,7.33,3,3,3.76,32091.02,399.40529515097256,13421.698308526056
QR0498F,2025-01-06,1322.73,6.56,3,5,1.32,7569.0199999999995,432.25341472441653,4215.787083992037
QR0499F,2024-04-19,3209.12,3.48,2,2,3.21,26870.64,442.1311961357468,8270.893867793739
QR0500F,2024-10-24,4464.99,7.22,6,8,4.46,24918.41,478.440719276371,11102.49636045406
QR0501F,2024-04-11,226.44,3.99,1,1,0.23,1589.64,467.0765550416442,611.446046168643
QR0502F,2024-06-26,1812.6,10.35,4,4,1.81,14951.51,499.35369180178697,5051.653959885791
QR0504F,2024-06-18,5815.02,13.23,5,6,5.82,45705.27,444.14007335118,20196.953556871937
QR0505F,2024-12-01,6207.59,23.8,11,12,6.21,46809.29,527.3857533631523,19122.33554413087
QR0506F,2025-01-09,4171.06,24.39,7,10,4.17,24020.2,367.6074067785823,14082.939192161115
QR0507F,2024-11-04,4893.2,15.2,7,8,4.89,40386.28,413.0465324307387,13088.820686150832
QR0508F,2024-12-29,24377.89,73.21,31,36,24.38,165778.50999999998,428.59280018572184,92140.0358967292
QR0509F,2024-12-26,6017.59,27.15,10,14,6.02,45727.76,488.75512579388817,18880.175867400598
QR0510F,2024-07-04,369.03,1.53,2,2,0.37,1461.79,441.7839253744066,1203.3101453826155
QR0511F,2024-09-10,459.84,1.74,2,2,0.46,1655.4,522.6881904505016,1505.7739495138499
QR0512F,2024-07-14,1648.16,4.37,4,4,1.65,9695.35,411.45920491715754,5434.758527235411
QR0513F,2024-05-21,939.34,5.06,3,3,0.94,9646.83,500.7251459232972,2760.7015461137526
QR0514F,2024-10-10,3905.02,15.21,6,7,3.91,34353.6,428.7731435581152,11378.917846289141
QR0515F,2024-08-28,2737.34,23.45,7,8,2.74,16005.41,445.8667839589023,7550.210988075726
QR0517F,2024-09-17,3699.0,12.96,5,5,3.7,22135.989999999998,542.2365457942853,7720.078674578766
QR0518F,2024-11-05,1360.93,6.77,4,5,1.36,15192.32,443.92270789146727,4694.157483015363
QR0520F,2025-01-07,2370.16,8.22,6,6,2.37,19140.12,461.741917624026,6578.350829786488
QR0522F,2024-12-05,4889.83,17.15,9,11,4.89,31602.85,446.94056455199535,15907.083387565403
QR0523F,2024-12-18,11891.72,28.27,12,15,11.89,71759.71,454.9466567544784,36215.44213404069
QR0524F,2024-11-07,4387.88,25.33,6,10,4.39,25039.49,511.888602123807,11369.919511922559
QR0527F,2024-12-06,2135.77,7.28,4,4,2.14,17833.86,414.43527425000565,5364.913121268034
QR0528F,2024-04-27,292.27,0.45,1,1,0.29,2051.75,464.66473854292707,589.7630358451781
QR0529F,2024-01-27,599.3,2.18,2,2,0.6,4590.17,417.64065467954157,1770.1811794577309
QR0530F,2024-05-04,3281.83,14.59,6,6,3.28,15917.84,413.7106803851895,12019.988168069325
QR0531F,2024-05-27,531.85,1.29,0,1,0.53,3733.61,509.65044607039323,1544.8120951429385
QR0532F,2024-06-06,1672.36,8.04,5,7,1.67,10997.640000000001,461.44633606306394,4935.0732499203405
QR0533F,2024-07-14,1310.11,5.01,0,2,1.31,7311.41,476.20834967311396,4059.358862303929
QR0534F,2024-04-27,1134.05,4.11,1,2,1.13,7960.99,473.5100627498458,3893.34095257403
QR0536F,2024-08-04,2501.27,9.17,3,4,2.5,21916.539999999997,416.3105575356108,6785.838080817366
QR0537F,2024-10-15,4523.82,15.31,10,11,4.52,25557.670000000002,460.8319599401484,14896.061382958593
QR0538F,2024-05-20,418.66,8.71,3,4,0.42,2936.5899999999997,434.79718149752983,1261.1154093392718
QR0539F,2024-05-13,1452.86,6.12,1,2,1.45,13598.78,431.0146327946936,4314.842266977517
QR0540F,2024-07-29,2645.82,18.05,6,7,2.65,17917.36,506.12273671954785,8708.975798801015
QR0541F,2024-12-18,3514.35,12.93,6,8,3.51,28562.9,544.920445071643,10151.135919220573
QR0542F,2024-10-04,4887.82,23.02,9,11,4.89,24594.510000000002,386.5849276542631,12154.961747714591
QR0543F,2024-12-06,7823.53,24.91,11,13,7.82,58759.04000000001,456.1732308919945,25667.59998198233
QR0544F,2024-06-23,1922.69,7.88,3,3,1.92,7415.13,395.31053179352455,5512.503392790386
QR0545F,2024-07-09,2892.08,9.13,4,4,2.89,22433.86,460.5639484932183,7934.591532451074
QR0546F,2024-09-24,2702.18,11.14,6,8,2.7,19203.04,410.2074332576691,5958.268734447335
QR0547F,2025-01-13,980.0,14.55,1,3,0.98,10019.02,359.36394327171683,3570.424056102963
QR0548F,2024-03-14,4886.42,4.72,4,4,4.89,20791.32,476.5184749819236,14955.177841635252
QR0550F,2024-10-25,1339.73,10.19,3,3,1.34,6881.58,410.0708941576659,3319.7950146244953
QR0551F,2024-12-19,338.48,5.45,1,1,0.34,3168.14,426.57769389142106,885.5962091035051
QR0553F,2024-08-22,1434.23,5.28,1,3,1.43,10133.279999999999,478.7150278290712,4169.657745379484
QR0554F,2024-12-01,9137.1,29.91,12,16,9.14,69581.33000000002,484.96457430607313,25587.65905774226
QR0555F,2024-08-28,1206.67,8.54,2,3,1.21,4650.39,496.59898415236097,3536.6019938308386
QR0556F,2024-04-05,1440.7,4.69,1,3,1.44,6793.5199999999995,456.85395595829596,4661.339886620151
QR0557F,2024-06-09,1631.04,7.1,2,3,1.63,5871.77,496.2292545996696,4994.079265449773
QR0558F,2024-06-13,3264.29,26.57,4,6,3.26,20191.81,444.5844237178491,11945.673484665132
QR0559F,2024-09-10,2267.17,27.5,7,8,2.27,15216.04,470.95463519414346,6884.5999004172445
QR0560F,2024-11-01,1124.47,3.98,2,2,1.12,6111.66,443.8966643102123,3634.55080576003
QR0561F,2024-11-26,1414.98,6.53,5,5,1.41,8188.03,466.8261030755089,4635.314450852316
QR0562F,2024-07-06,909.33,1.64,1,1,0.91,3273.6,448.998228380375,2939.1306398578704
QR0563F,2024-08-17,3882.23,27.54,6,9,3.88,17738.52,373.1151193210211,12695.809384391927
QR0565F,2024-05-29,2047.92,0.89,1,1,2.05,14376.39,393.14212974757834,6572.349764846015
QR0566F,2025-01-06,7323.47,42.31,14,18,7.32,49709.47,546.7624535525717,14740.043286128863
QR0567F,2024-02-15,1577.22,1.67,1,1,1.58,11072.12,429.66703316987446,6060.771439241189
QR0568F,2024-11-17,3645.07,24.0,6,11,3.65,21634.84,453.72690413576754,13585.630116165234
QR0571F,2024-09-17,4678.82,12.84,9,9,4.68,36827.81,443.54123490343284,18097.230360229834
QR0572F,2024-10-26,6327.89,20.35,11,14,6.33,42460.31,436.28145803839254,18544.364041974317
QR0573F,2024-09-09,1612.57,10.22,4,7,1.61,10694.86,429.2589087261414,4504.07182293703
QR0574F,2024-06-18,589.56,3.82,1,2,0.59,8444.91,414.354429330912,2018.5616212252064
QR0576F,2024-09-04,2614.82,15.36,7,9,2.61,10311.01,426.677004692563,10900.159954662833
QR0577F,2025-01-20,3000.41,20.9,3,6,3.0,17446.920000000002,409.3322672733201,9240.336484810847
QR0578F,2024-04-09,2034.97,6.15,2,3,2.03,17693.53,496.02615442779825,4329.610169277812
QR0579F,2024-11-19,7147.38,20.7,11,13,7.15,45612.02,503.61590480567065,24425.49457327906
QR0580F,2024-06-18,3212.44,9.35,4,6,3.21,19980.52,439.96117977299554,10173.637168655936
QR0582F,2025-01-05,8322.92,25.51,13,14,8.32,49005.56999999999,410.64080409457205,27132.275749382807
QR0584F,2025-01-09,1703.13,5.56,2,2,1.7,11831.86,519.5275495713354,4665.086227757377
QR0586F,2024-03-06,383.74,1.62,1,2,0.38,2693.8,446.56146066383775,1004.004265856306
QR0587F,2024-02-26,1070.13,1.3,1,1,1.07,3852.46,423.1931856873414,2799.816387519507
QR0588F,2024-08-11,3015.1,20.46,6,7,3.02,21959.869999999995,470.8685911262744,8996.748456515066
QR0589F,2024-08-27,1212.19,5.44,1,2,1.21,4502.0,462.0357241590587,3963.5332966304627
QR0590F,2024-02-15,909.49,1.31,1,1,0.91,3274.17,443.02518668624236,2535.465915866164
QR0591F,2024-09-14,917.23,10.38,3,4,0.92,4570.4,423.13466422302736,2756.1294186210584
QR0592F,2024-10-19,2017.74,5.08,4,4,2.02,12354.72,450.39120210305634,6560.999828023946
QR0593F,2024-04-21,3010.99,3.59,2,2,3.01,11613.07,363.44539109380634,9272.086200379763
QR0596F,2024-10-21,5281.25,27.88,7,10,5.28,33629.07,451.12089369730154,16619.082517016945
QR0598F,2024-10-20,2994.42,12.92,6,7,2.99,19626.58,451.6731987158909,7916.033301222088
QR0599F,2024-03-08,43.31,1.13,1,1,0.04,155.9,375.7558808966989,126.54689845860908
QR0600F,2024-08-14,3835.28,12.88,4,6,3.84,41363.67,445.8418351435738,9083.626089041134
QR0601F,2024-07-06,1961.69,1.35,2,2,1.96,19231.27,405.6859627722521,6451.550436455427
QR0603F,2024-09-17,57.96,3.45,1,1,0.06,542.48,455.0766869949207,176.61499307646923
QR0604F,2024-06-16,1551.83,0.98,2,3,1.55,11726.599999999999,478.4456609135502,5330.383427558337
QR0605F,2024-04-08,1017.2,0.46,1,1,1.02,4272.24,454.8551724458785,3260.5210042499566
QR0606F,2024-04-20,4011.89,5.89,5,5,4.01,26587.79,508.98833946757094,14486.437105501194
QR0607F,2024-06-30,2095.81,6.6,2,3,2.1,9684.449999999999,480.2513989280921,5674.666716720986
QR0608F,2025-01-29,14808.58,68.99,27,34,14.81,103373.16,450.6533446695818,52060.87388738157
QR0609F,2024-06-03,4930.26,11.59,3,7,4.93,33609.78999999999,455.96655719501337,12633.615094002249
QR0612F,2024-06-07,232.37,4.41,1,1,0.23,836.53,464.6544616378578,530.1347822509521
QR0613F,2024-02-09,59.78,1.2,0,1,0.06,419.63,458.27267368788114,180.80035713301675
QR0614F,2024-12-20,11997.17,45.61,12,19,12.0,80937.28000000001,460.26535181793736,38344.587541667606
QR0615F,2024-09-16,1094.7,8.92,1,4,1.09,6132.83,474.9472062337923,3576.699552677426
QR0616F,2024-02-27,150.71,0.3,1,1,0.15,542.56,471.63454102998276,357.7579630628233
QR0617F,2024-12-26,5906.66,19.63,11,13,5.91,32372.03,413.01850455537357,10197.449901242633
QR0618F,2024-08-28,663.65,1.72,2,3,0.66,5275.360000000001,423.386355857281,2148.0045446252598
QR0619F,2024-11-16,1457.07,5.86,2,3,1.46,11578.29,524.8822178467875,4159.392331833535
QR0620F,2024-08-24,613.7,8.84,2,2,0.61,4308.17,465.8854416978001,1993.3140977922542
QR0621F,2024-06-28,697.58,2.15,1,2,0.7,5299.49,418.8631843825436,2702.629449380295
QR0622F,2024-05-07,30.34,0.16,1,1,0.03,212.99,490.76557742821973,87.10944378904577
QR0623F,2024-09-29,5648.24,7.25,7,7,5.65,29617.149999999994,503.7281507395026,18547.044253916887
QR0624F,2024-05-01,955.31,0.03,1,1,0.96,4012.32,470.42519538617915,2952.490243162516
QR0627F,2024-08-20,493.49,3.88,0,1,0.49,4619.02,497.17656016296394,893.6221494827431
QR0628F,2024-07-20,935.92,2.75,2,2,0.94,7075.22,531.1034801050271,2877.932716814009
QR0629F,2024-05-09,468.46,3.95,1,1,0.47,6745.81,396.4213043756724,1797.3659316697983
QR0630F,2024-12-09,10396.74,34.22,14,20,10.4,82333.48000000001,443.95327602867735,33089.91085485072
QR0631F,2024-10-09,2189.66,14.61,5,6,2.19,11169.51,473.27933964614874,6944.883938800808
QR0632F,2024-11-04,1964.66,2.46,1,3,1.96,13203.15,414.5307985043197,5695.3627644671205
QR0633F,2024-05-13,645.53,5.86,2,3,0.65,3382.67,489.489612790162,1906.461578258459
QR0634F,2024-07-29,524.48,0.21,1,1,0.52,2202.83,517.4897563042365,1315.0135618425977
QR0635F,2024-06-20,1291.8,4.29,2,3,1.29,8910.72,477.49877383220894,3260.5289685031726
QR0636F,2024-10-22,1971.23,14.18,4,5,1.97,18464.5,520.3039582308345,6144.591287539934
QR0639F,2024-05-15,2154.84,1.75,3,3,2.15,12042.220000000001,447.7194491871256,6656.354531021148
QR0641F,2024-01-27,336.0,1.62,1,1,0.34,1209.61,532.1938312399654,1083.3749329131824
QR0642F,2024-07-17,468.65,1.99,1,1,0.47,1968.32,363.59228511868173,1426.3291023605445
QR0643F,2024-03-18,1383.54,3.32,2,3,1.38,9438.32,511.96688223178455,4484.997484606074
QR0644F,2024-05-18,2096.96,2.64,1,1,2.1,8807.22,474.2813472967621,8020.896913085654
QR0645F,2024-05-18,2271.55,9.89,4,5,2.27,14626.06,486.35311067199734,7765.104227930029
QR0646F,2024-07-27,4301.11,11.16,2,3,4.3,31235.589999999997,395.7224809232249,13816.881450402954
QR0647F,2025-01-04,14134.74,68.43,25,30,14.13,100029.33999999998,554.9814163567006,41818.53881816877
QR0648F,2024-03-02,595.53,4.48,1,1,0.6,5574.13,474.61861147400515,1916.353548194878
QR0649F,2024-12-16,9071.17,26.43,12,16,9.07,51033.490000000005,485.0864096626173,33856.06452233528
QR0650F,2024-11-26,3625.07,11.61,3,5,3.63,19866.58,452.25735330487936,11269.950137316495
QR0651F,2024-09-02,3497.86,10.54,6,6,3.5,21012.510000000002,459.36653984509167,9464.185215840149
QR0652F,2024-03-19,1174.66,0.69,2,2,1.17,10994.86,443.49523074447967,3606.141520389068
QR0653F,2024-09-17,5159.52,9.8,8,10,5.16,35109.93,388.9909359386822,15028.587730061807
QR0654F,2024-05-25,1843.95,7.01,3,4,1.84,10122.82,452.96056279995054,6175.639898633708
QR0655F,2024-05-11,741.66,1.57,1,2,0.74,4261.05,494.18796431901234,2266.251293095432
QR0657F,2024-06-16,2532.44,15.07,9,9,2.53,15235.05,370.818440093003,7943.120156442859
QR0658F,2024-10-29,5719.81,7.74,8,8,5.72,34368.67,494.78629619048706,15529.033350190737
QR0659F,2024-11-15,429.5,4.72,2,2,0.43,2484.93,438.5880322845096,1045.9051777586874
QR0660F,2024-06-09,585.32,0.79,1,3,0.59,2277.94,518.9841272336255,2488.378657653955
QR0661F,2025-01-20,5747.29,6.98,5,7,5.75,36293.48,430.19383167245013,20823.7182243724
QR0662F,2024-06-19,3248.47,3.02,2,3,3.25,11694.489999999998,429.4824397513245,10105.32190567338
QR0663F,2024-09-09,4952.37,24.32,7,7,4.95,32939.590000000004,375.56191647410185,17676.874267891824
QR0664F,2024-03-27,471.73,3.12,1,1,0.47,1698.24,403.165182490216,1083.3497328530354
QR0665F,2024-08-21,3618.54,13.77,7,9,3.62,28653.59,420.9699024591358,9542.500227071974
QR0666F,2024-09-18,504.48,8.73,4,4,0.5,4561.21,433.0165648170549,1485.2280657874576
QR0668F,2024-06-22,1089.1,4.0,1,1,1.09,11762.24,487.62950813364773,3688.2600351969336
