uld_id,uld_type,max_weight_kg,max_volume_cubic_m,purchase_date,current_status,current_location,last_inspection_date,total_flights
ULD000807,PLA,4627,12.0,2022-01-01,In Use,CAN,2023-08-16,53
ULD000808,AKE,1588,10.4,2023-11-30,Under Maintenance,BKK,2024-04-14,55
ULD000809,AKH,1588,11.5,2023-03-01,In Use,DEL,2023-06-01,34
ULD000810,PMC,6804,18.0,2022-01-01,Under Maintenance,SIN,2023-10-01,54
ULD000811,AMA,6804,18.0,2024-04-19,Available,DEL,2023-08-04,58
ULD000812,AAP,6032,16.0,2021-12-04,Available,SIN,2025-01-26,44
ULD000813,P6P,13608,36.0,2021-04-19,In Use,DXB,2023-07-31,46
ULD000814,AAP,6032,16.0,2022-07-26,Available,MEL,2024-07-03,47
ULD000815,PMC,6804,18.0,2022-11-23,In Use,JFK,2024-08-19,58
ULD000816,AMA,6804,18.0,2020-01-05,In Use,NRT,2024-04-30,49
ULD000817,AKH,1588,11.5,2023-06-05,In Use,IST,2024-08-29,38
ULD000818,P1P,6804,18.0,2021-10-14,In Use,NRT,2024-10-28,50
ULD000819,P6P,13608,36.0,2022-09-05,In Use,AMS,2023-07-14,53
ULD000820,P6P,13608,36.0,2024-02-18,In Use,PVG,2024-03-31,55
ULD000821,P1P,6804,18.0,2022-11-23,Available,JFK,2024-02-09,66
ULD000822,PMC,6804,18.0,2023-06-20,In Use,DEL,2024-02-26,46
ULD000823,P1P,6804,18.0,2023-03-25,Available,ORD,2024-07-16,56
ULD000824,P1P,6804,18.0,2020-02-03,In Use,LHR,2024-06-26,34
ULD000825,P1P,6804,18.0,2022-10-15,In Use,AMS,2024-02-26,67
ULD000826,PLA,4627,12.0,2021-02-28,In Use,CAN,2024-04-02,49
ULD000827,AKH,1588,11.5,2023-03-16,In Use,DXB,2024-05-26,43
ULD000828,PMC,6804,18.0,2022-07-05,Available,JFK,2023-06-21,47
ULD000829,DQF,2449,7.0,2021-02-16,In Use,PVG,2023-09-23,56
ULD000830,PLA,4627,12.0,2020-10-17,In Use,DOH,2023-10-21,57
ULD000831,AKE,1588,10.4,2021-06-18,In Use,HKG,2024-01-02,43
ULD000832,P1P,6804,18.0,2022-02-17,In Use,CDG,2024-01-16,49
ULD000833,PAG,6804,18.0,2024-10-15,In Use,HKG,2023-12-03,44
ULD000834,AAP,6032,16.0,2020-12-19,In Use,CAN,2023-06-04,52
ULD000835,DQF,2449,7.0,2023-01-31,In Use,PVG,2024-03-31,41
ULD000836,PLA,4627,12.0,2020-06-20,In Use,DEL,2024-03-25,55
ULD000837,DQF,2449,7.0,2024-12-17,Retired,LAX,2023-07-24,53
ULD000838,AMA,6804,18.0,2023-08-26,In Use,PVG,2023-07-24,55
ULD000839,PMC,6804,18.0,2020-10-14,In Use,PVG,2023-12-11,60
ULD000840,P1P,6804,18.0,2024-09-12,In Use,BKK,2023-09-26,47
ULD000841,P6P,13608,36.0,2022-07-08,In Use,LAX,2023-10-07,40
ULD000842,AAP,6032,16.0,2025-01-04,Under Maintenance,HKG,2024-01-18,45
ULD000843,AMA,6804,18.0,2020-08-21,In Use,SIN,2024-12-18,46
ULD000844,AKH,1588,11.5,2021-05-28,In Use,LAX,2024-01-12,40
ULD000845,PAG,6804,18.0,2020-12-29,Available,DEL,2024-04-21,50
ULD000846,AKE,1588,10.4,2023-03-11,In Use,DOH,2024-06-01,51
ULD000847,AKH,1588,11.5,2022-03-14,Available,AMS,2024-12-30,54
ULD000848,P6P,13608,36.0,2020-08-06,In Use,JFK,2023-11-09,56
ULD000849,DQF,2449,7.0,2020-04-29,In Use,JFK,2024-11-05,40
ULD000850,P6P,13608,36.0,2023-11-09,In Use,LAX,2023-06-27,56
ULD000851,PLA,4627,12.0,2022-01-10,In Use,IST,2024-04-28,40
ULD000852,DQF,2449,7.0,2020-11-13,Available,DEL,2025-01-12,56
ULD000853,AKE,1588,10.4,2024-09-08,Under Maintenance,SIN,2024-11-17,47
ULD000854,PMC,6804,18.0,2020-05-11,In Use,CDG,2024-03-30,58
ULD000855,P1P,6804,18.0,2024-11-28,In Use,LHR,2024-11-30,61
ULD000856,P6P,13608,36.0,2021-03-22,In Use,FRA,2024-01-14,56
ULD000857,P6P,13608,36.0,2022-07-12,In Use,LHR,2024-05-30,48
ULD000858,PAG,6804,18.0,2022-03-29,In Use,DOH,2023-07-03,36
ULD000859,AAP,6032,16.0,2024-07-08,In Use,DXB,2025-01-22,44
ULD000860,PLA,4627,12.0,2022-01-12,In Use,LAX,2024-07-29,55
ULD000861,PLA,4627,12.0,2022-06-19,In Use,IST,2025-01-15,69
ULD000862,AKE,1588,10.4,2022-05-02,Available,JFK,2025-01-13,47
ULD000863,AKH,1588,11.5,2021-05-26,In Use,PVG,2024-08-07,43
ULD000864,P6P,13608,36.0,2022-03-24,In Use,DXB,2024-10-02,52
ULD000865,AMA,6804,18.0,2020-06-02,In Use,CDG,2024-07-26,52
ULD000866,PMC,6804,18.0,2022-08-04,Under Maintenance,CAN,2024-07-01,57
ULD000867,AKE,1588,10.4,2023-09-12,In Use,ORD,2023-09-25,48
ULD000868,P1P,6804,18.0,2021-11-20,In Use,JFK,2023-12-21,45
ULD000869,P1P,6804,18.0,2024-09-08,In Use,HKG,2024-03-24,62
ULD000870,P1P,6804,18.0,2021-08-18,Retired,PVG,2024-09-29,49
ULD000871,P6P,13608,36.0,2021-05-29,In Use,MAD,2024-03-15,54
ULD000872,PLA,4627,12.0,2022-05-29,In Use,FRA,2023-08-22,41
ULD000873,PAG,6804,18.0,2023-04-14,Retired,MAD,2024-03-12,53
ULD000874,PMC,6804,18.0,2020-08-06,Under Maintenance,DOH,2024-09-29,51
ULD000875,PMC,6804,18.0,2022-12-10,In Use,JFK,2024-11-19,50
ULD000876,PLA,4627,12.0,2020-06-26,In Use,FRA,2024-02-29,37
ULD000877,AMA,6804,18.0,2022-02-07,Available,ORD,2023-12-27,57
ULD000878,PAG,6804,18.0,2023-06-01,In Use,DOH,2024-10-07,51
ULD000879,DQF,2449,7.0,2023-08-24,In Use,JFK,2023-12-21,33
ULD000880,PLA,4627,12.0,2024-08-19,In Use,MEL,2024-02-22,49
ULD000881,AKH,1588,11.5,2024-10-24,In Use,SIN,2023-06-12,59
ULD000882,PMC,6804,18.0,2021-10-05,In Use,CDG,2024-07-24,68
ULD000883,P6P,13608,36.0,2023-05-26,In Use,CDG,2024-02-27,51
ULD000884,PMC,6804,18.0,2020-06-19,Available,FRA,2023-08-30,49
ULD000885,AMA,6804,18.0,2021-02-24,Under Maintenance,CDG,2023-11-12,37
ULD000886,AMA,6804,18.0,2022-05-09,In Use,FRA,2024-12-30,56
ULD000887,P6P,13608,36.0,2024-04-07,In Use,HKG,2023-11-07,49
ULD000888,AKH,1588,11.5,2023-10-31,Under Maintenance,AMS,2024-10-16,44
ULD000889,P6P,13608,36.0,2025-01-08,In Use,PVG,2024-11-16,53
ULD000890,AKE,1588,10.4,2021-09-04,Available,SYD,2023-07-30,51
ULD000891,P6P,13608,36.0,2023-09-20,In Use,CAN,2023-11-03,50
ULD000892,DQF,2449,7.0,2021-02-10,In Use,IST,2023-08-08,63
ULD000893,DQF,2449,7.0,2020-08-02,In Use,CAN,2023-09-23,53
ULD000894,AAP,6032,16.0,2020-01-01,In Use,ORD,2024-09-15,46
ULD000895,PMC,6804,18.0,2024-01-13,Under Maintenance,LHR,2023-10-09,55
ULD000896,P1P,6804,18.0,2023-10-06,In Use,SIN,2024-05-22,48
ULD000897,PMC,6804,18.0,2021-02-05,Retired,IST,2023-06-14,50
ULD000898,PMC,6804,18.0,2022-11-22,In Use,DOH,2024-08-17,40
ULD000899,AKE,1588,10.4,2020-10-22,In Use,LAX,2023-10-17,48
ULD000900,P6P,13608,36.0,2024-12-18,In Use,SYD,2023-06-06,56
ULD000901,P6P,13608,36.0,2020-12-18,Under Maintenance,SIN,2023-12-08,48
ULD000902,P1P,6804,18.0,2021-03-17,In Use,DXB,2024-06-23,52
ULD000903,PMC,6804,18.0,2020-08-18,Retired,MEL,2023-10-18,56
ULD000904,PAG,6804,18.0,2021-08-09,In Use,ORD,2024-07-03,51
ULD000905,AMA,6804,18.0,2023-02-09,In Use,SYD,2024-01-02,53
ULD000906,PAG,6804,18.0,2021-12-23,Under Maintenance,DXB,2025-01-30,39
ULD000907,PMC,6804,18.0,2020-05-13,In Use,NRT,2024-09-13,44
ULD000908,P6P,13608,36.0,2021-11-10,In Use,HKG,2023-10-12,31
ULD000909,DQF,2449,7.0,2022-02-26,Available,PVG,2024-08-26,59
ULD000910,PLA,4627,12.0,2022-08-23,Under Maintenance,CDG,2024-04-13,66
ULD000911,AAP,6032,16.0,2020-09-07,Available,NRT,2023-10-15,49
ULD000912,PMC,6804,18.0,2023-09-11,Available,SIN,2023-07-21,50
ULD000913,PLA,4627,12.0,2024-05-25,In Use,IST,2023-10-09,45
ULD000914,P1P,6804,18.0,2021-10-13,Available,AMS,2024-07-25,60
ULD000915,DQF,2449,7.0,2021-05-18,In Use,CAN,2023-10-05,56
ULD000916,AKE,1588,10.4,2022-08-15,In Use,SIN,2024-04-02,50
ULD000917,AKE,1588,10.4,2020-11-04,In Use,DXB,2023-06-02,52
ULD000918,PMC,6804,18.0,2022-02-11,Available,HKG,2023-10-03,46
ULD000919,PMC,6804,18.0,2024-06-03,Available,DXB,2024-12-04,43
ULD000920,PAG,6804,18.0,2022-11-26,In Use,PVG,2023-11-10,50
ULD000921,DQF,2449,7.0,2021-02-26,In Use,ORD,2024-04-30,46
ULD000922,AKH,1588,11.5,2021-11-23,In Use,DEL,2023-10-29,56
ULD000923,AMA,6804,18.0,2022-03-07,In Use,PVG,2024-04-02,51
ULD000924,AAP,6032,16.0,2021-05-07,Retired,BKK,2024-01-11,48
ULD000925,PAG,6804,18.0,2023-07-22,In Use,IST,2025-01-11,41
ULD000926,PMC,6804,18.0,2022-09-07,Available,MAD,2023-07-08,50
ULD000927,AKH,1588,11.5,2021-05-02,In Use,BKK,2024-08-25,46
ULD000928,PMC,6804,18.0,2024-10-16,In Use,NRT,2023-08-23,44
ULD000929,AAP,6032,16.0,2024-09-02,In Use,MEL,2023-07-29,44
ULD000930,PLA,4627,12.0,2022-12-29,In Use,CAN,2023-12-28,55
ULD000931,PLA,4627,12.0,2021-12-09,Available,JFK,2023-08-21,48
ULD000932,AKH,1588,11.5,2021-12-03,In Use,FRA,2024-02-26,46
ULD000933,PAG,6804,18.0,2022-01-18,In Use,BKK,2024-02-08,57
ULD000934,DQF,2449,7.0,2021-09-13,In Use,LAX,2023-09-17,47
ULD000935,DQF,2449,7.0,2024-01-09,Under Maintenance,SYD,2023-12-13,56
ULD000936,P6P,13608,36.0,2020-02-04,In Use,MAD,2024-03-25,52
ULD000937,PLA,4627,12.0,2023-06-06,In Use,DOH,2025-01-14,38
ULD000938,AAP,6032,16.0,2020-12-31,Available,DXB,2023-09-27,54
ULD000939,AKH,1588,11.5,2023-05-12,In Use,LAX,2023-09-11,56
ULD000940,AKH,1588,11.5,2021-03-03,In Use,AMS,2024-08-13,66
ULD000941,P1P,6804,18.0,2024-02-01,In Use,LAX,2025-01-30,45
ULD000942,P1P,6804,18.0,2023-09-20,Available,JFK,2024-03-19,46
ULD000943,AKH,1588,11.5,2022-12-12,In Use,NRT,2023-12-18,56
ULD000944,AKH,1588,11.5,2020-08-16,In Use,LAX,2024-12-25,50
ULD000945,DQF,2449,7.0,2023-08-06,In Use,BKK,2023-10-15,47
ULD000946,PMC,6804,18.0,2022-04-20,In Use,NRT,2024-08-01,58
ULD000947,P1P,6804,18.0,2020-11-06,Available,DOH,2024-12-01,55
ULD000948,AKE,1588,10.4,2021-01-26,In Use,MEL,2023-07-01,62
ULD000949,PMC,6804,18.0,2025-01-24,In Use,PVG,2024-04-22,45
ULD000950,DQF,2449,7.0,2020-09-22,In Use,NRT,2023-12-13,43
ULD000951,P1P,6804,18.0,2022-01-11,In Use,DEL,2025-01-06,59
ULD000952,PMC,6804,18.0,2023-01-27,In Use,CAN,2025-01-10,55
ULD000953,PLA,4627,12.0,2021-05-09,In Use,PVG,2023-07-21,65
ULD000954,DQF,2449,7.0,2021-08-03,Under Maintenance,AMS,2024-10-28,47
ULD000955,P1P,6804,18.0,2023-02-11,In Use,JFK,2025-01-12,56
ULD000956,PMC,6804,18.0,2024-09-07,In Use,ORD,2024-09-14,48
ULD000957,DQF,2449,7.0,2020-11-11,In Use,DOH,2023-06-23,58
ULD000958,AKE,1588,10.4,2020-04-30,In Use,NRT,2024-03-18,49
ULD000959,PAG,6804,18.0,2024-03-20,In Use,PVG,2024-09-20,54
ULD000960,AKE,1588,10.4,2024-06-02,In Use,AMS,2023-07-01,34
ULD000961,PMC,6804,18.0,2021-07-14,In Use,ORD,2024-02-22,42
ULD000962,DQF,2449,7.0,2024-12-02,In Use,DOH,2023-06-10,51
ULD000963,P1P,6804,18.0,2020-11-09,In Use,ORD,2023-07-10,41
ULD000964,P1P,6804,18.0,2024-04-02,In Use,FRA,2024-09-10,42
ULD000965,AAP,6032,16.0,2020-11-22,Available,LAX,2024-12-06,45
ULD000966,PLA,4627,12.0,2021-04-14,In Use,JFK,2025-01-24,54
ULD000967,PLA,4627,12.0,2024-02-01,In Use,IST,2024-06-18,44
ULD000968,P6P,13608,36.0,2020-06-05,Available,DXB,2024-01-12,51
ULD000969,DQF,2449,7.0,2023-09-05,In Use,PVG,2023-08-02,61
ULD000970,DQF,2449,7.0,2021-11-06,In Use,JFK,2025-01-25,54
ULD000971,AAP,6032,16.0,2021-10-02,In Use,HKG,2024-08-12,51
ULD000972,PMC,6804,18.0,2024-08-08,In Use,DXB,2023-06-24,46
ULD000973,P6P,13608,36.0,2021-06-09,In Use,MEL,2024-10-17,52
ULD000974,AKE,1588,10.4,2022-01-24,In Use,PVG,2023-06-25,55
ULD000975,AKE,1588,10.4,2023-03-29,In Use,HKG,2023-12-15,37
ULD000976,DQF,2449,7.0,2020-04-20,In Use,MAD,2023-08-12,45
ULD000977,AKE,1588,10.4,2024-09-04,In Use,NRT,2024-01-22,54
ULD000978,AKE,1588,10.4,2020-03-29,In Use,MEL,2023-11-16,35
ULD000979,PLA,4627,12.0,2023-03-02,In Use,AMS,2024-11-19,65
ULD000980,PAG,6804,18.0,2023-06-13,In Use,LHR,2024-04-20,54
ULD000981,PAG,6804,18.0,2020-11-15,In Use,NRT,2023-08-02,43
ULD000982,AKE,1588,10.4,2023-11-16,In Use,LAX,2023-11-09,55
ULD000983,AKH,1588,11.5,2024-03-09,In Use,SIN,2024-07-18,45
ULD000984,AMA,6804,18.0,2023-12-07,Under Maintenance,DXB,2023-08-29,49
ULD000985,PLA,4627,12.0,2024-06-26,Available,HKG,2024-03-24,37
ULD000986,AMA,6804,18.0,2021-09-10,In Use,MAD,2024-02-17,40
ULD000987,AMA,6804,18.0,2020-11-04,Available,LHR,2024-10-21,55
ULD000988,AMA,6804,18.0,2024-09-07,In Use,HKG,2024-12-02,48
ULD000989,P1P,6804,18.0,2024-08-27,In Use,CDG,2024-05-05,48
ULD000990,PMC,6804,18.0,2020-04-24,In Use,BKK,2024-06-14,43
ULD000991,PAG,6804,18.0,2021-09-13,In Use,LHR,2024-07-02,45
ULD000992,P1P,6804,18.0,2024-12-27,In Use,DXB,2024-07-05,52
ULD000993,PMC,6804,18.0,2021-07-02,In Use,CDG,2024-04-03,46
ULD000994,PAG,6804,18.0,2020-04-16,Under Maintenance,CDG,2023-11-13,52
ULD000995,AKH,1588,11.5,2024-05-04,In Use,ORD,2024-03-21,53
ULD000996,PAG,6804,18.0,2021-04-06,In Use,DXB,2023-10-13,44
ULD000997,P6P,13608,36.0,2024-07-21,In Use,FRA,2024-10-28,54
ULD000998,AKE,1588,10.4,2024-07-24,Retired,CAN,2024-02-24,46
ULD000999,PMC,6804,18.0,2023-07-06,In Use,NRT,2023-07-22,52
ULD001000,PAG,6804,18.0,2024-02-28,Available,FRA,2023-10-11,65
ULD001001,AAP,6032,16.0,2020-02-20,In Use,DEL,2023-10-10,43
ULD001002,PAG,6804,18.0,2022-12-31,Under Maintenance,LHR,2023-06-14,54
ULD001003,AKE,1588,10.4,2024-07-04,In Use,NRT,2024-07-11,48
ULD001004,P1P,6804,18.0,2024-05-28,Available,NRT,2023-06-14,52
ULD001005,PMC,6804,18.0,2021-12-02,In Use,PVG,2023-06-21,49
ULD001006,PAG,6804,18.0,2024-02-01,Available,MAD,2024-02-14,48
ULD001007,AMA,6804,18.0,2020-11-08,In Use,LAX,2024-08-22,43
ULD001008,PAG,6804,18.0,2021-08-13,Available,DXB,2024-09-13,39
ULD001009,AKE,1588,10.4,2023-07-29,In Use,MAD,2025-01-08,62
ULD001010,P1P,6804,18.0,2024-06-13,In Use,AMS,2025-01-03,45
ULD001011,AMA,6804,18.0,2021-11-07,In Use,PVG,2023-11-12,55
ULD001012,PAG,6804,18.0,2020-09-24,In Use,MAD,2024-02-23,52
ULD001013,DQF,2449,7.0,2021-12-11,Under Maintenance,DEL,2024-03-09,53
ULD001014,P1P,6804,18.0,2023-01-31,In Use,IST,2025-01-01,55
ULD001015,AAP,6032,16.0,2023-09-10,In Use,DXB,2024-08-16,43
ULD001016,P1P,6804,18.0,2022-03-15,In Use,DOH,2024-10-08,55
ULD001017,P1P,6804,18.0,2023-12-10,In Use,SIN,2024-05-13,44
ULD001018,AKE,1588,10.4,2023-10-24,In Use,SYD,2023-08-12,45
ULD001019,P6P,13608,36.0,2022-01-14,In Use,JFK,2024-02-09,36
ULD001020,P1P,6804,18.0,2020-06-26,Available,CDG,2025-01-03,55
ULD001021,P1P,6804,18.0,2020-11-21,In Use,PVG,2024-10-12,54
ULD001022,AAP,6032,16.0,2021-04-04,In Use,MEL,2023-06-28,63
ULD001023,PLA,4627,12.0,2020-04-17,In Use,HKG,2024-06-23,43
ULD001024,AKH,1588,11.5,2020-11-15,In Use,JFK,2024-01-19,55
ULD001025,AKE,1588,10.4,2021-05-17,Available,NRT,2024-10-16,50
ULD001026,AAP,6032,16.0,2024-01-03,Under Maintenance,CDG,2024-07-12,47
ULD001027,AKH,1588,11.5,2022-05-20,In Use,HKG,2023-08-30,52
ULD001028,AKE,1588,10.4,2023-02-22,In Use,LAX,2024-09-29,45
ULD001029,PMC,6804,18.0,2023-09-16,In Use,CAN,2024-02-28,60
ULD001030,DQF,2449,7.0,2023-05-25,In Use,FRA,2024-06-27,56
ULD001031,P6P,13608,36.0,2021-04-13,Available,DOH,2023-06-15,53
ULD001032,AMA,6804,18.0,2020-12-27,In Use,JFK,2024-01-30,54
ULD001033,PMC,6804,18.0,2024-11-23,Available,LHR,2024-03-04,49
ULD001034,PAG,6804,18.0,2022-09-10,In Use,ORD,2024-09-14,64
ULD001035,PAG,6804,18.0,2020-12-31,Available,LHR,2024-10-27,58
ULD001036,P6P,13608,36.0,2024-03-21,In Use,LHR,2024-01-07,49
ULD001037,AKH,1588,11.5,2023-06-15,Available,JFK,2024-10-19,46
ULD001038,AMA,6804,18.0,2023-08-11,Retired,HKG,2023-07-24,35
ULD001039,AKH,1588,11.5,2022-05-06,Available,PVG,2024-09-22,63
ULD001040,PLA,4627,12.0,2022-11-19,In Use,IST,2023-06-07,56
ULD001041,AMA,6804,18.0,2023-06-14,In Use,SIN,2024-11-21,53
ULD001042,P1P,6804,18.0,2022-11-14,Available,ORD,2024-01-21,42
ULD001043,AKH,1588,11.5,2020-04-07,Available,CAN,2024-03-16,37
ULD001044,PAG,6804,18.0,2021-12-26,In Use,ORD,2025-01-24,53
ULD001045,AKH,1588,11.5,2023-08-15,In Use,SIN,2024-02-18,57
ULD001046,P1P,6804,18.0,2021-04-03,In Use,MEL,2024-07-28,40
ULD001047,AAP,6032,16.0,2023-09-24,In Use,DEL,2025-01-16,46
ULD001048,PMC,6804,18.0,2024-01-29,Under Maintenance,MEL,2024-06-20,50
ULD001049,P1P,6804,18.0,2023-01-26,Retired,MEL,2024-08-31,47
ULD001050,PAG,6804,18.0,2021-07-17,In Use,ORD,2023-08-01,46
ULD001051,PAG,6804,18.0,2023-05-05,In Use,CAN,2023-10-21,66
ULD001052,P1P,6804,18.0,2024-07-23,In Use,PVG,2024-11-05,47
ULD001053,DQF,2449,7.0,2021-06-24,In Use,MAD,2023-08-03,64
ULD001054,PMC,6804,18.0,2021-07-11,Retired,DOH,2024-06-29,39
ULD001055,AKE,1588,10.4,2023-02-22,Retired,DEL,2025-01-27,51
ULD001056,AKE,1588,10.4,2024-10-08,In Use,BKK,2023-08-03,43
ULD001057,AKE,1588,10.4,2024-01-25,In Use,FRA,2023-11-02,54
ULD001058,AMA,6804,18.0,2020-08-10,Under Maintenance,DOH,2024-11-12,59
ULD001059,DQF,2449,7.0,2022-04-30,Under Maintenance,IST,2023-10-29,49
ULD001060,P1P,6804,18.0,2021-08-26,In Use,CAN,2024-12-30,42
ULD001061,AAP,6032,16.0,2022-05-11,In Use,MAD,2024-09-17,42
ULD001062,PAG,6804,18.0,2020-06-06,In Use,DXB,2024-07-03,44
ULD001063,PAG,6804,18.0,2024-09-12,Under Maintenance,FRA,2023-12-30,42
ULD001064,AMA,6804,18.0,2022-08-15,In Use,BKK,2024-12-27,55
ULD001065,AKH,1588,11.5,2025-01-13,In Use,CAN,2024-05-12,50
ULD001066,AMA,6804,18.0,2022-08-09,Available,MEL,2024-06-03,38
ULD001067,PMC,6804,18.0,2024-02-14,In Use,CAN,2023-10-31,44
ULD001068,AKH,1588,11.5,2023-03-14,In Use,BKK,2024-10-25,39
ULD001069,AKE,1588,10.4,2021-10-19,Available,CAN,2023-08-14,50
ULD001070,PLA,4627,12.0,2022-10-28,In Use,LHR,2024-07-16,44
ULD001071,PAG,6804,18.0,2021-10-22,In Use,ORD,2024-07-25,48
ULD001072,PLA,4627,12.0,2024-07-01,Under Maintenance,HKG,2023-08-15,52
ULD001073,AMA,6804,18.0,2023-04-27,Available,DEL,2024-11-07,48
ULD001074,AKE,1588,10.4,2023-11-16,In Use,LAX,2024-07-21,51
ULD001075,AKE,1588,10.4,2020-04-29,In Use,LHR,2025-01-28,54
ULD001076,PAG,6804,18.0,2021-11-10,In Use,NRT,2024-10-07,50
ULD001077,PAG,6804,18.0,2024-04-30,In Use,FRA,2024-08-26,59
ULD001078,AAP,6032,16.0,2023-03-10,In Use,LAX,2024-05-10,51
ULD001079,PMC,6804,18.0,2022-07-19,Available,CAN,2023-12-20,52
ULD001080,P1P,6804,18.0,2023-03-15,In Use,ORD,2024-06-24,46
ULD001081,DQF,2449,7.0,2021-02-25,Available,NRT,2024-06-21,54
ULD001082,AAP,6032,16.0,2023-02-18,In Use,AMS,2024-07-09,48
ULD001083,P6P,13608,36.0,2020-11-29,Available,PVG,2023-07-08,43
ULD001084,PLA,4627,12.0,2024-07-31,In Use,LAX,2024-06-15,48
ULD001085,P1P,6804,18.0,2020-04-03,In Use,NRT,2024-06-30,57
ULD001086,AAP,6032,16.0,2022-08-13,In Use,CDG,2023-07-08,49
ULD001087,PMC,6804,18.0,2024-02-25,In Use,CAN,2023-12-20,53
ULD001088,AMA,6804,18.0,2024-07-04,In Use,IST,2024-12-12,44
ULD001089,AMA,6804,18.0,2022-06-30,In Use,DXB,2025-01-09,55
ULD001090,PLA,4627,12.0,2022-11-20,In Use,CAN,2024-06-20,58
ULD001091,AKH,1588,11.5,2023-07-05,In Use,ORD,2024-07-14,46
ULD001092,PLA,4627,12.0,2024-01-29,In Use,CDG,2024-02-06,49
ULD001093,PAG,6804,18.0,2021-10-13,In Use,DOH,2024-05-27,49
ULD001094,DQF,2449,7.0,2020-11-13,In Use,SYD,2024-11-16,48
ULD001095,P6P,13608,36.0,2020-02-20,Available,MAD,2023-06-17,61
ULD001096,P6P,13608,36.0,2020-05-05,In Use,LHR,2024-04-28,37
ULD001097,AMA,6804,18.0,2023-07-13,In Use,SYD,2024-04-27,48
ULD001098,AAP,6032,16.0,2022-07-21,Available,JFK,2023-06-03,71
ULD001099,AKH,1588,11.5,2024-10-18,Available,FRA,2024-08-02,53
ULD001100,P6P,13608,36.0,2023-02-11,Under Maintenance,BKK,2024-09-29,47
ULD001101,AKE,1588,10.4,2023-03-13,In Use,HKG,2025-01-30,51
ULD001102,DQF,2449,7.0,2021-08-02,In Use,DOH,2024-11-25,44
ULD001103,PAG,6804,18.0,2023-06-03,In Use,PVG,2024-07-15,47
ULD001104,AMA,6804,18.0,2021-03-21,In Use,IST,2023-09-13,47
ULD001105,DQF,2449,7.0,2023-09-23,In Use,DEL,2024-12-27,55
ULD001106,AAP,6032,16.0,2020-04-10,In Use,DOH,2025-01-11,54
ULD001107,PLA,4627,12.0,2022-12-19,In Use,IST,2024-05-19,44
ULD001108,AKE,1588,10.4,2024-08-15,In Use,LHR,2024-11-12,50
ULD001109,DQF,2449,7.0,2022-06-22,In Use,DEL,2023-07-05,57
ULD001110,DQF,2449,7.0,2021-05-07,In Use,DOH,2023-08-04,51
ULD001111,AKH,1588,11.5,2024-10-13,In Use,DXB,2023-10-25,56
ULD001112,PAG,6804,18.0,2023-07-20,Under Maintenance,DOH,2024-08-04,56
ULD001113,DQF,2449,7.0,2022-04-18,Under Maintenance,LAX,2023-09-27,57
ULD001114,AMA,6804,18.0,2025-01-20,Retired,IST,2024-09-17,41
ULD001115,AKH,1588,11.5,2024-05-23,Under Maintenance,AMS,2024-02-29,52
ULD001116,P6P,13608,36.0,2024-01-20,In Use,SIN,2024-02-21,42
ULD001117,AMA,6804,18.0,2020-03-02,In Use,MAD,2024-04-28,60
ULD001118,P1P,6804,18.0,2020-02-03,Under Maintenance,DOH,2024-04-13,61
ULD001119,AKE,1588,10.4,2023-06-24,In Use,IST,2024-07-14,52
ULD001120,DQF,2449,7.0,2024-09-23,In Use,LAX,2024-07-12,60
ULD001121,AAP,6032,16.0,2021-08-28,In Use,SYD,2024-11-08,53
ULD001122,PAG,6804,18.0,2023-06-10,In Use,FRA,2024-08-26,49
ULD001123,P1P,6804,18.0,2024-01-09,In Use,LHR,2024-04-10,45
ULD001124,DQF,2449,7.0,2020-02-25,Under Maintenance,DOH,2023-09-22,46
ULD001125,P1P,6804,18.0,2024-02-24,Under Maintenance,FRA,2024-04-04,43
ULD001126,AAP,6032,16.0,2021-10-17,In Use,LAX,2023-07-07,61
ULD001127,AAP,6032,16.0,2022-08-23,In Use,LAX,2023-12-09,43
ULD001128,P1P,6804,18.0,2020-07-19,Retired,DEL,2024-11-13,54
ULD001129,AMA,6804,18.0,2023-05-29,In Use,CAN,2024-10-27,57
ULD001130,AAP,6032,16.0,2025-01-16,In Use,BKK,2024-11-28,57
ULD001131,P6P,13608,36.0,2023-08-20,In Use,PVG,2024-01-06,54
ULD001132,AAP,6032,16.0,2023-07-05,In Use,NRT,2023-11-19,64
ULD001133,P6P,13608,36.0,2021-05-04,In Use,CDG,2024-06-15,46
ULD001134,AAP,6032,16.0,2023-03-02,In Use,IST,2024-02-08,43
ULD001135,AAP,6032,16.0,2023-08-12,In Use,NRT,2024-10-27,44
ULD001136,P6P,13608,36.0,2022-10-28,Under Maintenance,MEL,2024-04-01,45
ULD001137,AKH,1588,11.5,2024-03-30,In Use,HKG,2023-09-01,57
ULD001138,AAP,6032,16.0,2021-08-11,In Use,NRT,2024-03-05,56
ULD001139,AKE,1588,10.4,2020-04-18,Available,ORD,2024-07-16,38
ULD001140,PLA,4627,12.0,2024-03-25,In Use,DXB,2023-10-17,47
ULD001141,AAP,6032,16.0,2021-05-08,Available,HKG,2024-07-15,44
ULD001142,AAP,6032,16.0,2020-10-22,In Use,DEL,2023-12-17,46
ULD001143,P6P,13608,36.0,2022-03-16,In Use,CAN,2024-04-28,60
ULD001144,P6P,13608,36.0,2020-03-09,In Use,FRA,2023-12-27,44
