flight_id,flight_number,origin_airport,destination_airport,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,aircraft_type,planned_payload_kg,actual_payload_kg,fuel_consumption_kg,flight_status,captain_id
QR0494F,QR0494,CDG,DOH,2024-03-19 14:48:00,2024-03-19 14:57:21.828081,2024-03-19 21:48:00,2024-03-19 21:54:28.482286,B747-8F,97494.45166250458,2196.55,61171.798453644915,Completed,0cbb414c
QR0495F,QR0495,PVG,DOH,2024-06-13 19:57:00,2024-06-13 20:02:20.625938,2024-06-14 11:57:00,2024-06-14 11:48:53.432478,B747-8F,111629.92474309905,2723.57,59646.35550239496,Completed,b01244e5
QR0496F,QR0496,HKG,DOH,2024-11-16 16:21:00,2024-11-16 16:08:44.679167,2024-11-17 06:21:00,2024-11-17 06:10:46.000448,A330-300,80309.21069361396,2618.04,54652.20047061339,Completed,64d4c8f5
QR0497F,QR0497,HKG,SIN,2024-07-14 05:25:00,2024-07-14 05:22:43.993334,2024-07-14 12:25:00,2024-07-14 12:32:39.106047,A350F,112357.09228871166,3757.31,55475.24255543428,Completed,c20884f1
QR0498F,QR0498,DOH,HKG,2025-01-06 00:04:00,2025-01-06 00:22:04.417685,2025-01-06 14:04:00,2025-01-06 14:14:17.010505,A330-300,82772.65045485267,1322.73,60036.4149352521,Completed,c0e7f5f8
QR0499F,QR0499,DOH,SIN,2024-04-19 03:43:00,2024-04-19 03:45:59.876924,2024-04-19 15:43:00,2024-04-19 15:21:09.801500,B747-8F,109582.04594939972,3209.12,52149.08950131321,Completed,385b4aa8
QR0500F,QR0500,HKG,DOH,2024-10-24 16:30:00,2024-10-24 16:45:17.051908,2024-10-25 08:30:00,2024-10-25 08:49:24.384023,B777F,94551.44206396228,4464.99,58132.128181735156,Completed,d4d1c4f2
QR0501F,QR0501,FRA,DOH,2024-04-11 12:06:00,2024-04-11 12:06:57.016731,2024-04-11 22:06:00,2024-04-11 22:32:52.513174,B777-300ER,109546.48214247302,226.44,65027.79423503089,Completed,11c0f881
QR0502F,QR0502,CAN,DOH,2024-06-26 16:06:00,2024-06-26 16:36:40.501267,2024-06-27 00:06:00,2024-06-27 00:39:22.583652,B747-8F,98316.76668798484,1812.6,59515.84049979913,Completed,49f4905e
QR0503F,QR0503,DOH,AMS,2024-02-16 13:07:00,2024-02-16 13:05:07.379036,2024-02-17 01:07:00,2024-02-17 00:49:32.518046,B777F,85082.13000952016,,74473.42065236667,Completed,b2ac5986
QR0504F,QR0504,CAN,DOH,2024-06-18 20:15:00,2024-06-18 20:16:11.758773,2024-06-19 04:15:00,2024-06-19 04:07:53.440008,B777-300ER,117740.14142532957,5815.02,58951.40961588584,Completed,826e9d4e
QR0505F,QR0505,SIN,DOH,2024-12-01 22:25:00,2024-12-01 22:30:47.436944,2024-12-02 13:25:00,2024-12-02 13:37:47.818793,A350F,94674.73577144918,6207.59,59548.87701049921,Completed,7d66fad1
QR0506F,QR0506,LHR,JFK,2025-01-09 18:53:00,2025-01-09 18:59:44.097894,2025-01-10 03:53:00,2025-01-10 04:23:52.097178,A350F,84976.93507628853,4171.06,55516.07807138793,Completed,204ecac1
QR0507F,QR0507,CDG,DOH,2024-11-04 10:20:00,2024-11-04 10:16:09.970859,2024-11-04 18:20:00,2024-11-04 17:50:09.757653,A350F,92025.27714326703,4893.2,49350.949080700666,Completed,fd5f306c
QR0508F,QR0508,DOH,MEL,2024-12-29 04:37:00,2024-12-29 04:25:38.174900,2024-12-29 08:37:00,2024-12-29 08:29:06.658164,A350F,111356.49522348934,24377.89,64697.64486081709,Completed,9bb2fed7
QR0509F,QR0509,MAD,DOH,2024-12-26 13:37:00,2024-12-26 13:22:00.000000,2024-12-26 21:37:00,2024-12-26 21:30:58.425732,B777F,113431.49745808801,6017.59,61657.999771395305,Completed,ff91a6ec
QR0510F,QR0510,DOH,LHR,2024-07-04 17:00:00,2024-07-04 16:45:00.000000,2024-07-05 06:00:00,2024-07-05 06:07:34.676399,A350F,100128.18680299856,369.03,62245.54045345193,Completed,ec9f1df4
QR0511F,QR0511,DOH,LAX,2024-09-10 21:39:00,2024-09-10 21:42:11.803568,2024-09-11 05:39:00,2024-09-11 05:38:31.640993,A350F,111044.66393654002,459.84,55791.13546160562,Completed,761cd1e4
QR0512F,QR0512,DOH,NRT,2024-07-14 19:51:00,2024-07-14 19:36:00.000000,2024-07-15 03:51:00,2024-07-15 03:24:35.744005,B777F,96452.90787293078,1648.16,52658.68656518977,Completed,adc1386c
QR0513F,QR0513,PVG,DOH,2024-05-21 20:21:00,2024-05-21 20:20:38.822450,2024-05-22 11:21:00,2024-05-22 11:45:42.587926,A330-300,88209.35707121236,939.34,71024.25361039076,Completed,a50c9268
QR0514F,QR0514,MEL,DOH,2024-10-10 18:34:00,2024-10-10 19:09:39.343393,2024-10-11 02:34:00,2024-10-11 02:56:31.760813,B777-300ER,93763.99056118946,3905.02,64379.18664382852,Completed,202f753c
QR0515F,QR0515,PVG,DOH,2024-08-28 12:56:00,2024-08-28 15:15:36.274906,2024-08-28 18:56:00,2024-08-28 21:35:34.746793,B777F,98109.01706519761,2737.34,56790.01502773332,Completed,b53bd6ac
QR0516F,QR0516,DOH,JFK,2024-02-27 12:08:00,2024-02-27 12:14:27.358847,2024-02-27 16:08:00,2024-02-27 16:25:00.927056,A350F,106710.24100794143,,52591.160755132085,Completed,b7ddac72
QR0517F,QR0517,LHR,DOH,2024-09-17 17:11:00,2024-09-17 17:15:30.863260,2024-09-18 01:11:00,2024-09-18 01:36:56.641550,B777-300ER,106035.33940495478,3699.0,57196.674898196696,Completed,d6145177
QR0518F,QR0518,DOH,LHR,2024-11-05 17:56:00,2024-11-05 17:44:49.060836,2024-11-06 05:56:00,2024-11-06 05:57:08.790171,B747-8F,99986.80974916214,1360.93,62022.3766142527,Completed,2e5ab780
QR0519F,QR0519,LHR,JFK,2024-02-26 15:19:00,2024-02-26 15:34:55.558713,2024-02-27 03:19:00,2024-02-27 03:24:12.350502,A330-300,102616.13567802017,,55857.91534774845,Completed,b8555518
QR0520F,QR0520,DOH,NRT,2025-01-07 17:22:00,2025-01-07 17:07:33.642647,2025-01-08 00:22:00,2025-01-08 00:07:51.004439,B777F,82702.19373822748,2370.16,65499.41636776735,Completed,5545c863
QR0521F,QR0521,LHR,JFK,2024-01-11 00:03:00,2024-01-11 00:59:39.907483,2024-01-11 04:03:00,2024-01-11 04:58:15.150177,B777-300ER,100460.78229851494,,55453.1237623546,Completed,46c79f1f
QR0522F,QR0522,HKG,SIN,2024-12-05 03:37:00,2024-12-05 03:43:07.045564,2024-12-05 19:37:00,2024-12-05 19:26:21.336056,A330-300,113282.48387016603,4889.83,64624.573346092715,Completed,68d02f13
QR0523F,QR0523,LAX,DOH,2024-12-18 12:18:00,2024-12-18 12:20:37.388031,2024-12-18 20:18:00,2024-12-18 20:16:12.829078,A330-300,115247.56947577235,11891.72,61003.47062621462,Completed,e7c45719
QR0524F,QR0524,MEL,DOH,2024-11-07 13:28:00,2024-11-07 13:38:19.784541,2024-11-08 01:28:00,2024-11-08 01:18:40.805642,A350F,99500.09114481119,4387.88,67094.33794901107,Completed,456b815a
QR0525F,QR0525,DOH,HKG,2024-02-01 16:30:00,2024-02-01 17:58:25.283874,2024-02-02 06:30:00,2024-02-02 07:38:51.424078,B777F,81650.78989498487,,60957.280680749675,Completed,0749e0d9
QR0526F,QR0526,DOH,LAX,2024-02-23 22:07:00,2024-02-23 22:56:24.050854,2024-02-24 06:07:00,2024-02-24 07:07:25.690563,B777-300ER,95354.9981373711,,65473.25407955136,Completed,371e9801
QR0527F,QR0527,DOH,JFK,2024-12-06 19:38:00,2024-12-06 19:37:09.862468,2024-12-07 05:38:00,2024-12-07 05:51:52.956764,A350F,80807.79692337332,2135.77,47946.68652545929,Completed,e4a4d6c9
QR0528F,QR0528,DOH,ORD,2024-04-27 11:10:00,2024-04-27 11:14:12.816153,2024-04-27 15:10:00,2024-04-27 14:58:59.053016,A350F,108679.07604255508,292.27,54561.61152634371,Completed,6148cb22
QR0529F,QR0529,DOH,HKG,2024-01-27 10:58:00,2024-01-27 11:00:31.128216,2024-01-27 23:58:00,2024-01-27 23:30:07.473056,A350F,99826.45376140354,599.3,56182.88183571885,Completed,5cb849f9
QR0530F,QR0530,CDG,DOH,2024-05-04 05:54:00,2024-05-04 06:55:16.959130,2024-05-04 18:54:00,2024-05-04 19:54:15.576454,B777F,115612.36791098258,3281.83,60226.13095323279,Completed,94a6b1e9
QR0531F,QR0531,MEL,DOH,2024-05-27 14:50:00,2024-05-27 15:09:08.792564,2024-05-28 01:50:00,2024-05-28 01:59:51.701911,B777-300ER,106828.78102828193,531.85,62096.73036830672,Completed,5e0ddc09
QR0532F,QR0532,SYD,DOH,2024-06-06 11:38:00,2024-06-06 11:34:26.143728,2024-06-06 21:38:00,2024-06-06 21:11:33.476835,B777-300ER,80674.51480328418,1672.36,58189.14530570774,Completed,4b8de9a9
QR0533F,QR0533,DOH,NRT,2024-07-14 17:14:00,2024-07-14 17:11:38.607960,2024-07-15 04:14:00,2024-07-15 03:56:34.354355,B777F,117806.45828711588,1310.11,61646.25031079667,Diverted,fb45b7d3
QR0534F,QR0534,FRA,DOH,2024-04-27 03:10:00,2024-04-27 03:06:41.100367,2024-04-27 16:10:00,2024-04-27 16:07:53.426460,B777F,117271.54172204697,1134.05,57018.00047010096,Completed,9de5d3f2
QR0535F,QR0535,DOH,CDG,2024-02-20 02:59:00,2024-02-20 02:59:18.008306,2024-02-20 17:59:00,2024-02-20 17:50:19.224981,A350F,95717.7775749344,,58885.891929066376,Completed,06b94172
QR0536F,QR0536,DOH,JFK,2024-08-04 20:29:00,2024-08-04 20:25:24.053344,2024-08-05 06:29:00,2024-08-05 06:55:52.096186,B777-300ER,95348.88698877818,2501.27,58359.20157510154,Completed,0a8fa29d
QR0537F,QR0537,DOH,LAX,2024-10-15 17:20:00,2024-10-15 17:15:06.006031,2024-10-16 02:20:00,2024-10-16 02:19:07.936108,A330-300,93709.61654355383,4523.82,54859.59120078414,Completed,86cb2143
QR0538F,QR0538,CDG,DOH,2024-05-20 21:53:00,2024-05-20 21:59:19.549680,2024-05-21 12:53:00,2024-05-21 12:40:40.965252,B777-300ER,98280.09237507763,418.66,67762.23773964157,Completed,bb698e76
QR0539F,QR0539,IST,DOH,2024-05-13 11:39:00,2024-05-13 11:59:16.499748,2024-05-13 16:39:00,2024-05-13 16:34:13.925494,B777F,92139.36834206243,1452.86,69557.9750600218,Completed,8ebce8d9
QR0540F,QR0540,JFK,DOH,2024-07-29 11:19:00,2024-07-29 11:25:39.653845,2024-07-29 19:19:00,2024-07-29 19:25:10.056716,A350F,82307.33138334175,2645.82,57719.62863644185,Completed,66103b64
QR0541F,QR0541,DOH,LAX,2024-12-18 20:13:00,2024-12-18 20:15:32.210133,2024-12-19 02:13:00,2024-12-19 01:55:48.936158,B777-300ER,114647.55661062323,3514.35,68658.79191590176,Completed,c609ca61
QR0542F,QR0542,MEL,DOH,2024-10-04 03:53:00,2024-10-04 03:38:00.000000,2024-10-04 14:53:00,2024-10-04 14:44:21.281210,B777F,109769.41033748955,4887.82,57183.51166227058,Completed,590d346a
QR0543F,QR0543,DEL,DOH,2024-12-06 14:12:00,2024-12-06 14:17:44.631811,2024-12-07 03:12:00,2024-12-07 03:10:16.999231,B747-8F,106823.20203307741,7823.53,66948.96289880914,Completed,165dfb87
QR0544F,QR0544,LHR,DOH,2024-06-23 07:12:00,2024-06-23 07:13:05.387338,2024-06-23 14:12:00,2024-06-23 14:42:21.938192,A350F,100540.88307649933,1922.69,53870.89115659139,Completed,138219f5
QR0545F,QR0545,DOH,NRT,2024-07-09 07:52:00,2024-07-09 07:56:20.931804,2024-07-09 20:52:00,2024-07-09 21:08:52.357417,B747-8F,98732.03790399834,2892.08,53257.76125484446,Completed,38213ed6
QR0546F,QR0546,DOH,CAN,2024-09-24 05:51:00,2024-09-24 05:47:00.446012,2024-09-24 10:51:00,2024-09-24 11:00:36.629494,B777-300ER,90666.38633552805,2702.18,55283.78618678111,Completed,4331622d
QR0547F,QR0547,DOH,LHR,2025-01-13 09:52:00,2025-01-13 09:42:44.726851,2025-01-13 15:52:00,2025-01-13 15:51:17.638108,B777-300ER,119264.37709328058,980.0,64319.13864344275,Completed,aedb9737
QR0548F,QR0548,DOH,MEL,2024-03-14 13:20:00,2024-03-14 13:13:35.333008,2024-03-14 20:20:00,2024-03-14 20:38:28.315733,B777-300ER,107957.10643780867,4886.42,61714.78133727653,Completed,573e6af0
QR0549F,QR0549,PVG,DOH,2024-06-07 01:06:00,2024-06-07 00:59:31.784520,2024-06-07 06:06:00,2024-06-07 05:59:49.896033,B777-300ER,107222.19390577928,,52598.09806337171,Completed,f4705cd2
QR0550F,QR0550,DOH,ORD,2024-10-25 15:05:00,2024-10-25 15:10:46.357420,2024-10-26 02:05:00,2024-10-26 01:49:00.535785,A350F,90303.15129991998,1339.73,56619.25473974142,Completed,50423d35
QR0551F,QR0551,DOH,HKG,2024-12-19 09:14:00,2024-12-19 08:59:00.000000,2024-12-19 19:14:00,2024-12-19 18:20:55.287595,B747-8F,99727.82079151717,338.48,67317.30673276671,Completed,06910940
QR0552F,QR0552,MAD,DOH,2024-01-21 08:57:00,2024-01-21 08:48:41.227263,2024-01-21 21:57:00,2024-01-21 21:41:19.373208,A330-300,81893.99909307358,,61769.75397188491,Completed,02c7169d
QR0553F,QR0553,DOH,LHR,2024-08-22 03:03:00,2024-08-22 02:49:52.078663,2024-08-22 15:03:00,2024-08-22 14:41:33.905831,B777-300ER,84342.21431090594,1434.23,62394.11955003906,Completed,58db84b3
QR0554F,QR0554,DXB,DOH,2024-12-01 21:45:00,2024-12-01 21:36:40.115086,2024-12-02 02:45:00,2024-12-02 02:52:39.482434,B777F,118059.9775690941,9137.1,55147.91710218736,Completed,a8773d54
QR0555F,QR0555,MEL,DOH,2024-08-28 05:41:00,2024-08-28 05:53:00.294274,2024-08-28 13:41:00,2024-08-28 13:56:06.972801,A330-300,83165.78673112838,1206.67,50789.844113804655,Completed,f54036cb
QR0556F,QR0556,AMS,DOH,2024-04-05 18:23:00,2024-04-05 18:23:46.731436,2024-04-06 06:23:00,2024-04-06 06:46:56.414833,B777-300ER,80422.68491097771,1440.7,56035.26248506952,Completed,a5942d63
QR0557F,QR0557,LHR,JFK,2024-06-09 20:45:00,2024-06-09 21:03:01.822718,2024-06-10 12:45:00,2024-06-10 12:40:37.836765,A330-300,102071.28913576415,1631.04,60283.43738649219,Completed,beb86e66
QR0558F,QR0558,DOH,DEL,2024-06-13 01:11:00,2024-06-13 03:07:07.002108,2024-06-13 12:11:00,2024-06-13 14:04:15.114880,A330-300,89719.9037144332,3264.29,58114.93358506605,Completed,7e93db61
QR0559F,QR0559,HKG,DOH,2024-09-10 04:19:00,2024-09-10 04:12:21.997006,2024-09-10 11:19:00,2024-09-10 10:51:44.362553,A330-300,112724.39138976671,2267.17,70660.9283340319,Completed,e0bdd206
QR0560F,QR0560,DOH,LHR,2024-11-01 10:48:00,2024-11-01 10:54:41.364191,2024-11-01 18:48:00,2024-11-01 18:14:40.497448,B777-300ER,87679.02023436951,1124.47,64416.295081137825,Completed,a8faffe3
QR0561F,QR0561,DOH,SIN,2024-11-26 06:27:00,2024-11-26 06:12:00.000000,2024-11-26 12:27:00,2024-11-26 12:07:29.158236,A330-300,111822.53450009078,1414.98,57395.33819859108,Cancelled,70306fff
QR0562F,QR0562,DOH,HKG,2024-07-06 02:11:00,2024-07-06 02:14:45.114010,2024-07-06 16:11:00,2024-07-06 16:31:53.661316,B777F,82326.04482265604,909.33,60567.075990990794,Completed,40002614
QR0563F,QR0563,CAN,DOH,2024-08-17 03:49:00,2024-08-17 04:11:25.745426,2024-08-17 10:49:00,2024-08-17 11:28:18.926590,A330-300,83904.3999291883,3882.23,60615.2539327939,Cancelled,951baeaa
QR0564F,QR0564,BKK,DOH,2024-01-30 10:36:00,2024-01-30 10:44:15.041914,2024-01-30 14:36:00,2024-01-30 14:59:39.184950,A330-300,117555.33260282269,,58688.38201850436,Completed,bcf0ae46
QR0565F,QR0565,DOH,JFK,2024-05-29 03:28:00,2024-05-29 03:23:56.309150,2024-05-29 07:28:00,2024-05-29 07:09:44.024661,B777-300ER,113196.72123947836,2047.92,63611.5274189137,Completed,983b39ba
QR0566F,QR0566,DOH,MAD,2025-01-06 18:13:00,2025-01-06 18:15:04.257708,2025-01-07 10:13:00,2025-01-07 10:00:48.578218,B777-300ER,98312.546003385,7323.47,59565.11951186638,Completed,a1ca336a
QR0567F,QR0567,LHR,JFK,2024-02-15 23:32:00,2024-02-15 23:43:44.888435,2024-02-16 03:32:00,2024-02-16 03:15:33.805584,A350F,97546.34737628415,1577.22,52169.846919916934,Diverted,ef904cee
QR0568F,QR0568,SYD,DOH,2024-11-17 06:08:00,2024-11-17 06:33:51.474376,2024-11-17 10:08:00,2024-11-17 10:41:34.325956,B777F,90433.24320100035,3645.07,57405.6641602349,Completed,2eec304a
QR0569F,QR0569,LHR,DOH,2024-01-13 07:54:00,2024-01-13 07:47:32.082912,2024-01-13 20:54:00,2024-01-13 21:00:14.176910,A350F,81327.50520900005,,52952.25559796196,Completed,54290bc2
QR0570F,QR0570,DOH,NRT,2024-02-10 07:46:00,2024-02-10 07:46:47.442161,2024-02-10 20:46:00,2024-02-10 20:57:17.507588,B777F,116944.10671911671,,66392.05447630944,Completed,c931f834
QR0571F,QR0571,NRT,DOH,2024-09-17 16:45:00,2024-09-17 17:30:50.047693,2024-09-18 00:45:00,2024-09-18 01:38:18.004791,B777-300ER,105669.48179256092,4678.82,57353.27238165335,Completed,c7cf2521
QR0572F,QR0572,DOH,AMS,2024-10-26 06:25:00,2024-10-26 06:58:09.883470,2024-10-26 15:25:00,2024-10-26 16:02:11.999245,A330-300,98640.14057412051,6327.89,66053.88873411747,Completed,cf499e11
QR0573F,QR0573,DOH,AMS,2024-09-09 02:13:00,2024-09-09 01:58:57.830273,2024-09-09 14:13:00,2024-09-09 14:13:12.167130,A330-300,87303.88524348396,1612.57,53251.74985017078,Completed,70c30927
QR0574F,QR0574,DOH,JFK,2024-06-18 22:00:00,2024-06-18 22:05:54.728871,2024-06-19 10:00:00,2024-06-19 09:41:45.815990,B777-300ER,110092.43882693825,589.56,66325.07117035848,Diverted,a4d2e407
QR0575F,QR0575,HKG,SIN,2024-03-21 02:23:00,2024-03-21 02:20:22.832996,2024-03-21 10:23:00,2024-03-21 09:45:20.370352,A350F,96283.3989126154,,53534.94792121873,Completed,35b7f57c
QR0576F,QR0576,DOH,ORD,2024-09-04 12:15:00,2024-09-04 12:28:32.012954,2024-09-05 01:15:00,2024-09-05 01:53:43.135272,B747-8F,109683.70370232977,2614.82,48279.60551325312,Completed,a333977d
QR0577F,QR0577,DOH,HKG,2025-01-20 03:24:00,2025-01-20 03:30:33.046811,2025-01-20 13:24:00,2025-01-20 13:35:29.049194,A330-300,108653.24109026781,3000.41,62580.27507387782,Completed,7814acc9
QR0578F,QR0578,DXB,DOH,2024-04-09 15:31:00,2024-04-09 16:06:16.197750,2024-04-09 19:31:00,2024-04-09 20:19:18.755384,B747-8F,93033.42379379996,2034.97,61046.73167947715,Completed,28366779
QR0579F,QR0579,ORD,DOH,2024-11-19 13:00:00,2024-11-19 13:01:29.600304,2024-11-19 20:00:00,2024-11-19 20:09:59.562758,B777-300ER,95685.39316411101,7147.38,53646.1560558523,Completed,e54f11c9
QR0580F,QR0580,BKK,DOH,2024-06-18 02:52:00,2024-06-18 02:51:52.634080,2024-06-18 12:52:00,2024-06-18 12:56:08.169179,B777F,89132.8069518777,3212.44,67717.69465690399,Completed,c90e9327
QR0581F,QR0581,AMS,DOH,2024-04-01 10:40:00,2024-04-01 10:28:08.770423,2024-04-01 19:40:00,2024-04-01 19:30:46.409419,A330-300,117248.99036715593,,56416.580460319616,Completed,d33d608c
QR0582F,QR0582,DOH,BKK,2025-01-05 01:23:00,2025-01-05 01:26:28.034410,2025-01-05 05:23:00,2025-01-05 05:21:24.710673,B747-8F,80865.57299780655,8322.92,63796.87749694726,Completed,d2545f90
QR0583F,QR0583,DOH,FRA,2024-02-16 00:16:00,2024-02-16 00:42:27.881404,2024-02-16 10:16:00,2024-02-16 10:30:39.085082,B747-8F,111309.42841440768,,58791.61017743365,Completed,a83b3b32
QR0584F,QR0584,DOH,HKG,2025-01-09 08:40:00,2025-01-09 08:43:28.510822,2025-01-09 16:40:00,2025-01-09 17:14:01.223585,A350F,86745.12843540382,1703.13,63767.653755503416,Completed,b3a37fc4
QR0585F,QR0585,DOH,NRT,2024-03-22 18:20:00,2024-03-22 18:19:53.436569,2024-03-22 22:20:00,2024-03-22 22:26:29.295167,A330-300,82305.70782389573,,60656.34435585753,Completed,96ee40c7
QR0586F,QR0586,HKG,SIN,2024-03-06 15:25:00,2024-03-06 15:31:39.214073,2024-03-07 07:25:00,2024-03-07 07:35:14.807021,A330-300,113389.5181910787,383.74,69476.61954476085,Completed,36052351
QR0587F,QR0587,DOH,CDG,2024-02-26 05:32:00,2024-02-26 05:23:55.670594,2024-02-26 13:32:00,2024-02-26 13:23:03.591050,A330-300,108236.26677306634,1070.13,52479.845049255775,Completed,02c814c1
QR0588F,QR0588,LHR,JFK,2024-08-11 11:07:00,2024-08-11 10:59:57.885611,2024-08-11 18:07:00,2024-08-11 17:54:35.336440,B777-300ER,102568.71908133462,3015.1,65699.02108125243,Completed,ea233541
QR0589F,QR0589,DOH,JFK,2024-08-27 15:07:00,2024-08-27 15:12:52.882771,2024-08-27 22:07:00,2024-08-27 21:53:13.301565,B777F,80485.49833260803,1212.19,71102.40310760595,Completed,e061f8f0
QR0590F,QR0590,CAN,DOH,2024-02-15 03:50:00,2024-02-15 05:05:06.079444,2024-02-15 13:50:00,2024-02-15 15:02:28.703971,B777-300ER,95253.43268489136,909.49,62610.90797956804,Completed,e47c32f7
QR0591F,QR0591,DOH,LHR,2024-09-14 06:19:00,2024-09-14 06:33:10.537334,2024-09-14 19:19:00,2024-09-14 19:30:40.137319,A330-300,92763.81359491951,917.23,63510.964558248146,Completed,30728fa0
QR0592F,QR0592,FRA,DOH,2024-10-19 06:35:00,2024-10-19 06:33:30.073180,2024-10-19 20:35:00,2024-10-19 20:50:11.136385,B777-300ER,80161.01115415883,2017.74,53811.50092679792,Diverted,9b774865
QR0593F,QR0593,DOH,ORD,2024-04-21 09:48:00,2024-04-21 09:44:06.792964,2024-04-21 13:48:00,2024-04-21 14:06:33.341038,B777-300ER,99501.1028162,3010.99,65188.58307835559,Completed,66c9cebb
QR0594F,QR0594,DOH,LHR,2024-06-14 19:58:00,2024-06-14 19:59:14.453964,2024-06-15 04:58:00,2024-06-15 05:13:48.704864,B747-8F,108812.97109305605,,62217.0284377111,Completed,c4a7590e
QR0595F,QR0595,DOH,LHR,2024-02-14 05:34:00,2024-02-14 06:27:09.076807,2024-02-14 11:34:00,2024-02-14 12:30:22.947069,B777-300ER,92887.73802591852,,59170.53658576808,Completed,b7b5894f
QR0596F,QR0596,DOH,BKK,2024-10-21 02:41:00,2024-10-21 02:42:41.815895,2024-10-21 09:41:00,2024-10-21 09:49:55.586939,B777F,89257.46521853699,5281.25,58891.239909962955,Completed,0d340dec
QR0597F,QR0597,LHR,JFK,2024-03-25 14:29:00,2024-03-25 15:37:26.029956,2024-03-25 22:29:00,2024-03-25 23:12:42.931751,B777-300ER,85983.90624590234,,57271.70503394284,Completed,25f9a584
QR0598F,QR0598,DEL,DOH,2024-10-20 22:17:00,2024-10-20 23:06:35.971577,2024-10-21 05:17:00,2024-10-21 06:19:23.032297,B747-8F,116810.84790406155,2994.42,50419.17809367027,Completed,181bebea
QR0599F,QR0599,DOH,NRT,2024-03-08 17:41:00,2024-03-08 18:29:37.091963,2024-03-09 06:41:00,2024-03-09 07:14:10.519899,A350F,101179.31529517577,43.31,64999.8803446691,Completed,533b46d8
QR0600F,QR0600,SIN,DOH,2024-08-14 04:48:00,2024-08-14 05:03:00.980771,2024-08-14 15:48:00,2024-08-14 16:06:07.984435,B777F,87831.00445652545,3835.28,58954.09782766483,Completed,6d6dabca
QR0601F,QR0601,FRA,DOH,2024-07-06 04:47:00,2024-07-06 04:46:34.286251,2024-07-06 12:47:00,2024-07-06 12:47:41.132573,A330-300,109355.23893094968,1961.69,55113.083748826815,Completed,82ab8d1d
QR0602F,QR0602,DOH,IST,2024-04-24 09:50:00,2024-04-24 10:01:07.919460,2024-04-24 17:50:00,2024-04-24 17:43:48.338662,B777F,109915.69016104333,,65003.01704258134,Completed,13f39497
QR0603F,QR0603,DOH,NRT,2024-09-17 05:26:00,2024-09-17 05:37:01.073866,2024-09-17 17:26:00,2024-09-17 17:39:14.679121,A330-300,107679.70088226977,57.96,56872.42171658995,Completed,5e7c2731
QR0604F,QR0604,DOH,MAD,2024-06-16 03:44:00,2024-06-16 03:48:32.393439,2024-06-16 07:44:00,2024-06-16 07:42:04.529523,A350F,94227.49559577498,1551.83,47533.24975758658,Completed,ab3046c3
QR0605F,QR0605,DOH,CDG,2024-04-08 01:59:00,2024-04-08 02:10:46.852421,2024-04-08 17:59:00,2024-04-08 17:53:55.103035,B777F,88634.65590637954,1017.2,61685.243454223724,Completed,3b6974c0
QR0606F,QR0606,ORD,DOH,2024-04-20 13:46:00,2024-04-20 14:10:59.154161,2024-04-21 02:46:00,2024-04-21 03:13:25.156313,B777-300ER,104457.36946957896,4011.89,64009.09645100526,Completed,a5639fc0
QR0607F,QR0607,DOH,LHR,2024-06-30 00:21:00,2024-06-30 00:06:02.840364,2024-06-30 13:21:00,2024-06-30 13:06:56.426307,B777-300ER,108988.3794985751,2095.81,61493.48331160633,Completed,8039a648
QR0608F,QR0608,DOH,SYD,2025-01-29 18:00:00,2025-01-29 18:17:40.853796,2025-01-30 05:00:00,2025-01-30 05:18:26.937315,B747-8F,103886.02817932589,14808.58,53858.25617381048,Completed,623e9c61
QR0609F,QR0609,JFK,DOH,2024-06-03 20:28:00,2024-06-03 20:46:20.971615,2024-06-04 01:28:00,2024-06-04 01:40:02.860936,B777F,92456.63015524636,4930.26,49607.35528399689,Completed,f3c12df3
QR0610F,QR0610,DOH,LHR,2024-01-21 23:32:00,2024-01-21 23:17:00.000000,2024-01-22 04:32:00,2024-01-22 04:03:55.568576,A350F,102648.19294028581,,52988.97454831594,Completed,8db3d864
QR0611F,QR0611,DOH,BKK,2024-01-05 10:55:00,2024-01-05 10:55:02.393136,2024-01-06 02:55:00,2024-01-06 03:11:40.835287,B777-300ER,80872.27172497583,,59652.82965760335,Completed,64d763ec
QR0612F,QR0612,FRA,DOH,2024-06-07 03:36:00,2024-06-07 04:10:08.475375,2024-06-07 19:36:00,2024-06-07 19:51:16.594481,B777F,112699.05757219682,232.37,60912.814953476714,Completed,aea39d2b
QR0613F,QR0613,DOH,DXB,2024-02-09 13:03:00,2024-02-09 12:48:43.159694,2024-02-09 19:03:00,2024-02-09 18:35:05.899421,B747-8F,113125.00767427604,59.78,63898.86405201563,Completed,b5fe32e8
QR0614F,QR0614,SIN,DOH,2024-12-20 05:23:00,2024-12-20 05:52:49.088415,2024-12-20 19:23:00,2024-12-20 19:56:53.191468,A350F,109632.70631728461,11997.17,62734.978624388175,Completed,82d6612f
QR0615F,QR0615,DOH,DEL,2024-09-16 08:48:00,2024-09-16 08:50:09.674847,2024-09-16 23:48:00,2024-09-17 00:10:04.838378,B777F,100343.11687474861,1094.7,61004.19869347053,Completed,98b33be3
QR0616F,QR0616,IST,DOH,2024-02-27 05:24:00,2024-02-27 05:20:26.751418,2024-02-27 12:24:00,2024-02-27 12:29:30.528312,B747-8F,87325.41486287079,150.71,60309.720174890936,Completed,21984d63
